ECG
7.9e-5
-0.002602
-0.010107
-0.018944
-0.024165
-0.021797
-0.011282
0.003301
0.013947
0.011337
-0.011606
-0.056659
-0.119041
-0.188595
-0.253039
-0.30202
-0.330411
-0.339574
-0.336188
-0.329238
-0.326483
-0.331835
-0.344604
-0.360685
-0.374973
-0.383729
-0.388796
-0.392965
-0.396134
-0.398245
-0.399291
-0.399309
-0.398368
-0.396566
-0.394029
-0.390908
-0.387386
-0.383679
-0.380057
-0.376826
-0.374306
-0.372783
-0.372462
-0.373405
-0.375499
-0.378455
-0.381853
-0.385212
-0.38806
-0.390002
-0.390769
-0.390229
-0.388368
-0.38525
-0.38098
-0.375673
-0.369438
-0.362379
-0.3546
-0.34621
-0.33731
-0.327992
-0.318339
-0.308436
-0.298377
-0.288266
-0.278222
-0.268376
-0.25887
-0.24984
-0.241408
-0.23368
-0.226751
-0.220706
-0.215613
-0.211522
-0.208463
-0.206442
-0.205444
-0.205429
-0.206335
-0.208087
-0.210605
-0.213805
-0.217605
-0.221911
-0.22663
-0.231673
-0.236956
-0.242402
-0.247937
-0.253491
-0.258996
-0.264393
-0.269622
-0.274627
-0.279357
-0.283773
-0.287849
-0.291566
-0.294911
-0.29787
-0.300433
-0.302597
-0.30436
-0.305721
-0.30668
-0.307252
-0.30746
-0.307332
-0.306902
-0.306205
-0.30528
-0.30417
-0.302908
-0.301513
-0.299992
-0.298344
-0.296566
-0.294661
-0.292644
-0.290542
-0.288389
-0.286215
-0.284039
-0.281862
-0.279663
-0.277421
-0.275123
-0.272773
-0.270381
-0.26797
-0.265569
-0.263206
-0.260894
-0.258632
-0.256406
-0.254197
-0.251997
-0.249813
-0.247659
-0.245556
-0.24353
-0.241606
-0.239798
-0.238107
-0.236532
-0.235075
-0.233744
-0.23255
-0.231509
-0.230636
-0.229949
-0.22946
-0.22917
-0.22907
-0.229141
-0.229363
-0.229717
-0.230195
-0.230782
-0.23146
-0.232207
-0.233014
-0.233893
-0.234866
-0.235964
-0.237217
-0.238632
-0.240172
-0.241746
-0.243213
-0.244405
-0.245114
-0.245193
-0.244658
-0.243632
-0.242269
-0.240673
-0.238819
-0.236521
-0.233457
-0.229218
-0.223364
-0.215429
-0.204905
-0.191247
-0.173916
-0.152453
-0.126597
-0.096405
-0.062326
-0.025167
0.014056
0.054327
0.094835
0.135082
0.174842
0.214038
0.252447
0.289471
0.324136
0.355186
0.3813
0.401339
0.41456
0.420695
0.419935
0.412817
0.40008
0.382539
0.360986
0.336148
0.308691
0.279251
0.248431
0.216794
0.184852
0.153048
0.121756
0.091285
0.061881
0.033731
0.006987
-0.01822
-0.041774
-0.06358
-0.083574
-0.101728
-0.118042
-0.132551
-0.145324
-0.156472
-0.166149
-0.174553
-0.181918
-0.188511
-0.194637
-0.200617
-0.206773
-0.2134
-0.220723
-0.228856
-0.237777
-0.247309
-0.257132
-0.266818
-0.275897
-0.283912
-0.290489
-0.29538
-0.298485
-0.299844
-0.299603
-0.297963
-0.295141
-0.291328
-0.286685
-0.281335
-0.275374
-0.268875
-0.261909
-0.254556
-0.246914
-0.239101
-0.231245
-0.223488
-0.215979
-0.208864
-0.202279
-0.196343
-0.191151
-0.186779
-0.183276
-0.180672
-0.178985
-0.178216
-0.178359
-0.179394
-0.18129
-0.184001
